0.038,0.78,0.812,0.81,0.812,0.802,0.808,0.808,0.806,0.808,0.81,0.81
0.064,0.76,0.8,0.806,0.8,0.806,0.806,0.808,0.808,0.812,0.806,0.806
0.106,0.74,0.812,0.804,0.81,0.814,0.812,0.814,0.804,0.812,0.804,0.804
0.068,0.738,0.802,0.792,0.8,0.796,0.798,0.8,0.804,0.804,0.81,0.81
0.056,0.766,0.808,0.812,0.812,0.814,0.812,0.81,0.814,0.812,0.814,0.814
0.066,0.768,0.82,0.812,0.798,0.798,0.796,0.802,0.798,0.8,0.798,0.798
0.08,0.802,0.824,0.816,0.814,0.822,0.808,0.82,0.812,0.804,0.804,0.804
0.058,0.796,0.812,0.798,0.802,0.812,0.806,0.8,0.812,0.81,0.802,0.802
0.04,0.778,0.81,0.826,0.826,0.82,0.816,0.822,0.826,0.82,0.82,0.82
0.108,0.78,0.824,0.818,0.82,0.81,0.812,0.816,0.816,0.814,0.816,0.816
0.09,0.796,0.818,0.81,0.81,0.816,0.81,0.808,0.806,0.812,0.814,0.814
0.062,0.772,0.802,0.808,0.796,0.8,0.804,0.808,0.808,0.804,0.806,0.806
0.104,0.798,0.812,0.818,0.814,0.808,0.81,0.81,0.812,0.812,0.816,0.816
0.044,0.776,0.814,0.816,0.812,0.81,0.81,0.808,0.808,0.808,0.808,0.808
0.056,0.812,0.816,0.822,0.818,0.812,0.812,0.806,0.806,0.81,0.814,0.814
0.04,0.756,0.814,0.804,0.812,0.812,0.814,0.812,0.814,0.812,0.81,0.81
0.086,0.752,0.806,0.824,0.822,0.82,0.814,0.818,0.814,0.808,0.81,0.81
0.048,0.798,0.814,0.816,0.818,0.814,0.81,0.804,0.804,0.812,0.816,0.816
0.052,0.734,0.814,0.814,0.808,0.81,0.804,0.8,0.8,0.802,0.804,0.804
0.054,0.782,0.82,0.81,0.806,0.81,0.812,0.804,0.808,0.81,0.812,0.812
