0.072,0.208,0.57,0.634,0.644,0.672,0.69,0.65,0.65,0.638,0.634,0.632,0.626,0.624,0.612,0.62,0.614,0.618,0.622,0.618,0.622,0.622
0.11,0.182,0.53,0.638,0.652,0.652,0.636,0.634,0.642,0.626,0.608,0.608,0.604,0.614,0.622,0.624,0.616,0.614,0.61,0.604,0.604,0.604
0.024,0.22,0.598,0.652,0.672,0.67,0.664,0.65,0.65,0.652,0.65,0.638,0.63,0.628,0.632,0.632,0.632,0.628,0.628,0.628,0.626,0.626
0.072,0.27,0.606,0.648,0.664,0.646,0.646,0.648,0.644,0.664,0.65,0.658,0.662,0.664,0.668,0.66,0.654,0.652,0.654,0.652,0.642,0.642
0.062,0.136,0.604,0.622,0.654,0.668,0.67,0.668,0.652,0.642,0.638,0.642,0.63,0.642,0.63,0.634,0.628,0.638,0.622,0.61,0.618,0.618
0.104,0.146,0.588,0.65,0.732,0.716,0.678,0.654,0.652,0.646,0.634,0.626,0.624,0.616,0.612,0.61,0.604,0.602,0.606,0.598,0.598,0.598
0.06,0.07,0.49,0.616,0.644,0.648,0.66,0.66,0.652,0.644,0.642,0.628,0.628,0.63,0.63,0.64,0.632,0.63,0.628,0.624,0.624,0.624
0.13,0.138,0.642,0.66,0.634,0.624,0.63,0.624,0.604,0.608,0.62,0.62,0.624,0.622,0.602,0.594,0.598,0.6,0.596,0.606,0.63,0.63
0.092,0.372,0.616,0.692,0.69,0.662,0.648,0.638,0.634,0.624,0.61,0.604,0.604,0.602,0.598,0.598,0.594,0.592,0.598,0.592,0.586,0.586
0.046,0.214,0.586,0.668,0.67,0.666,0.666,0.644,0.654,0.654,0.654,0.654,0.648,0.644,0.644,0.64,0.646,0.646,0.64,0.644,0.64,0.64
0.064,0.152,0.5,0.614,0.63,0.71,0.68,0.652,0.654,0.632,0.628,0.624,0.614,0.616,0.62,0.62,0.624,0.626,0.624,0.626,0.632,0.632
0.092,0.154,0.61,0.612,0.648,0.652,0.662,0.662,0.652,0.638,0.634,0.64,0.64,0.62,0.616,0.62,0.622,0.624,0.624,0.618,0.608,0.608
0.03,0.2,0.598,0.612,0.638,0.646,0.65,0.654,0.66,0.648,0.638,0.636,0.634,0.632,0.632,0.622,0.618,0.616,0.616,0.618,0.63,0.63
0.072,0.226,0.596,0.618,0.678,0.666,0.672,0.664,0.65,0.618,0.616,0.612,0.604,0.596,0.598,0.606,0.6,0.6,0.598,0.602,0.606,0.606
0.058,0.166,0.328,0.544,0.684,0.662,0.594,0.604,0.604,0.6,0.618,0.616,0.614,0.606,0.62,0.626,0.616,0.608,0.606,0.61,0.616,0.616
0.084,0.156,0.612,0.64,0.652,0.668,0.668,0.652,0.664,0.664,0.66,0.656,0.648,0.648,0.64,0.638,0.63,0.624,0.624,0.624,0.628,0.628
0.07,0.254,0.606,0.64,0.664,0.71,0.66,0.64,0.636,0.642,0.632,0.628,0.632,0.624,0.626,0.632,0.634,0.63,0.632,0.634,0.62,0.62
0.032,0.142,0.592,0.65,0.614,0.624,0.64,0.626,0.608,0.598,0.606,0.602,0.608,0.618,0.622,0.618,0.62,0.63,0.624,0.622,0.612,0.612
0.076,0.214,0.576,0.632,0.646,0.682,0.678,0.658,0.646,0.638,0.63,0.62,0.632,0.626,0.622,0.624,0.62,0.618,0.618,0.622,0.618,0.618
0.036,0.196,0.54,0.566,0.642,0.712,0.716,0.672,0.664,0.662,0.636,0.632,0.626,0.606,0.606,0.61,0.612,0.614,0.606,0.604,0.606,0.606
