0.074,0.676,0.816,0.814,0.814,0.812,0.814,0.814,0.814,0.812,0.818,0.818
0.02,0.668,0.79,0.79,0.796,0.806,0.808,0.808,0.806,0.806,0.806,0.806
0.068,0.726,0.802,0.8,0.804,0.8,0.804,0.802,0.802,0.802,0.8,0.8
0.09,0.688,0.778,0.79,0.788,0.778,0.788,0.784,0.788,0.788,0.788,0.788
0.116,0.704,0.768,0.788,0.802,0.804,0.808,0.81,0.814,0.812,0.81,0.81
0.054,0.706,0.796,0.8,0.788,0.79,0.788,0.794,0.8,0.798,0.798,0.798
0.078,0.73,0.806,0.806,0.81,0.816,0.814,0.814,0.814,0.814,0.812,0.812
0.054,0.714,0.812,0.804,0.804,0.808,0.812,0.806,0.808,0.806,0.808,0.808
0.048,0.73,0.8,0.794,0.796,0.796,0.802,0.802,0.802,0.808,0.808,0.808
0.074,0.642,0.776,0.772,0.808,0.81,0.808,0.808,0.808,0.806,0.81,0.81
0.074,0.748,0.806,0.818,0.822,0.824,0.826,0.826,0.822,0.822,0.822,0.822
0.04,0.752,0.802,0.824,0.818,0.818,0.82,0.82,0.818,0.818,0.818,0.818
0.074,0.734,0.772,0.774,0.782,0.778,0.782,0.778,0.778,0.778,0.78,0.78
0.07,0.69,0.802,0.798,0.794,0.798,0.802,0.802,0.8,0.798,0.8,0.8
0.066,0.7,0.784,0.8,0.816,0.822,0.82,0.82,0.82,0.82,0.82,0.82
0.036,0.72,0.794,0.782,0.788,0.792,0.794,0.79,0.792,0.79,0.79,0.79
0.062,0.698,0.784,0.8,0.804,0.81,0.808,0.81,0.81,0.808,0.806,0.806
0.096,0.668,0.78,0.776,0.784,0.786,0.786,0.788,0.786,0.784,0.784,0.784
0.032,0.758,0.804,0.812,0.822,0.814,0.814,0.812,0.81,0.81,0.81,0.81
0.046,0.698,0.802,0.806,0.808,0.81,0.81,0.808,0.81,0.812,0.812,0.812
