0.068,0.556,0.746,0.732,0.75,0.702,0.742,0.664,0.726,0.674,0.646,0.668,0.648,0.652,0.612,0.612,0.62,0.646,0.65,0.666,0.626,0.626
0.06,0.576,0.728,0.7,0.74,0.676,0.752,0.67,0.736,0.674,0.644,0.662,0.65,0.65,0.624,0.622,0.636,0.638,0.65,0.66,0.616,0.616
0.02,0.516,0.732,0.722,0.734,0.658,0.728,0.666,0.726,0.664,0.65,0.678,0.674,0.674,0.646,0.64,0.66,0.66,0.644,0.692,0.658,0.658
0.044,0.496,0.75,0.702,0.728,0.704,0.722,0.692,0.724,0.694,0.672,0.672,0.682,0.67,0.648,0.636,0.642,0.646,0.64,0.674,0.634,0.634
0.056,0.542,0.74,0.712,0.722,0.654,0.702,0.636,0.698,0.658,0.636,0.66,0.65,0.642,0.606,0.612,0.636,0.636,0.628,0.65,0.618,0.618
0.042,0.522,0.72,0.718,0.732,0.638,0.724,0.648,0.726,0.658,0.644,0.658,0.672,0.668,0.644,0.636,0.64,0.652,0.638,0.682,0.656,0.656
0.032,0.534,0.74,0.714,0.75,0.696,0.75,0.702,0.734,0.696,0.686,0.694,0.686,0.678,0.642,0.63,0.658,0.66,0.654,0.68,0.652,0.652
0.05,0.58,0.752,0.702,0.724,0.68,0.748,0.666,0.732,0.68,0.666,0.678,0.674,0.676,0.638,0.64,0.628,0.678,0.638,0.696,0.664,0.664
0.096,0.57,0.754,0.738,0.754,0.682,0.74,0.658,0.71,0.678,0.654,0.672,0.656,0.67,0.624,0.63,0.606,0.636,0.636,0.68,0.65,0.65
0.084,0.592,0.768,0.734,0.746,0.68,0.754,0.644,0.746,0.688,0.68,0.706,0.698,0.688,0.658,0.64,0.644,0.668,0.634,0.694,0.652,0.652
0.058,0.456,0.7,0.718,0.71,0.65,0.72,0.644,0.706,0.664,0.64,0.66,0.664,0.652,0.616,0.602,0.598,0.64,0.608,0.672,0.612,0.612
0.054,0.538,0.708,0.712,0.724,0.644,0.734,0.66,0.744,0.704,0.682,0.696,0.696,0.692,0.658,0.654,0.662,0.686,0.662,0.698,0.656,0.656
0.09,0.52,0.738,0.706,0.71,0.686,0.75,0.638,0.724,0.676,0.658,0.676,0.662,0.644,0.626,0.604,0.618,0.622,0.608,0.654,0.61,0.61
0.04,0.558,0.738,0.724,0.71,0.654,0.738,0.674,0.734,0.684,0.666,0.686,0.69,0.68,0.64,0.638,0.644,0.662,0.648,0.68,0.638,0.638
0.076,0.476,0.742,0.724,0.734,0.68,0.746,0.646,0.724,0.686,0.684,0.674,0.678,0.67,0.634,0.63,0.626,0.658,0.612,0.668,0.642,0.642
0.082,0.534,0.726,0.686,0.688,0.624,0.71,0.618,0.718,0.664,0.662,0.664,0.664,0.666,0.648,0.642,0.646,0.664,0.662,0.682,0.644,0.644
0.052,0.582,0.75,0.746,0.728,0.678,0.73,0.652,0.718,0.676,0.666,0.684,0.676,0.674,0.654,0.642,0.65,0.662,0.644,0.68,0.65,0.65
0.052,0.558,0.756,0.736,0.72,0.668,0.73,0.678,0.726,0.666,0.654,0.662,0.662,0.652,0.638,0.63,0.632,0.642,0.638,0.666,0.644,0.644
0.046,0.608,0.732,0.692,0.698,0.628,0.72,0.618,0.718,0.662,0.658,0.674,0.674,0.676,0.638,0.622,0.618,0.636,0.63,0.664,0.638,0.638
0.076,0.498,0.734,0.706,0.738,0.692,0.746,0.678,0.72,0.682,0.658,0.668,0.666,0.672,0.626,0.62,0.626,0.638,0.632,0.668,0.642,0.642
